"idProduct","barcode","product","imagen","is_new","idCategory_id","idMarca_id","idUnit_id"
95,"911303001006",LUBRICANTE INTIMO FRIO,products/Product_73825_Field_429.jpg,0,348,416,1
96,"911303001007",SPLASH FOR WOMEN COCO VAINILLA 20ML,products/Product_73826_Field_429.jpg,0,348,124,1
97,"911303001008",SPLASH FOR WOMEN 20ML MANGO KIWI,products/Product_73827_Field_429.jpg,0,348,124,1
98,"911303001009",SPLASH FOR WOMEN 20ML AMBAR,products/Product_73828_Field_429.jpg,0,348,124,1
99,"911303001010",SPLASH FOR WOMEN 20ML TROPICAL,products/Product_73829_Field_429.jpg,0,348,124,1
100,"911303001011",SPLASH FOR MEN 20ML,products/Product_73830_Field_429.jpg,0,348,124,1
101,"906101003001",LIBRE,products/Product_14777_Field_15.jpg,0,199,1,1
102,"910101001036",RECIPIENTE PARA JOYAS,products/Product_70322_Field_361.jpg,0,322,1,1
103,"906101003002",YY LASHES 0.07 D 13MM,products/Product_14779_Field_15.jpg,0,199,346,1
104,"906101003003",YY LASHES 0.07 D 10MM,products/Product_14778_Field_15.jpg,0,199,346,1
105,"906101003004",YY LASHES 0.07 C MIX 8-15MM,products/Product_14781_Field_15.jpg,0,199,346,1
106,"7861210804214",VAPORIZADOR FACIAL MX-850,products/Product_60461_Field_181.jpg,0,299,298,1
107,"7897984715975",V. L. ACONDICIONADOR NEGRO 310 GR,products/Product.jpg,0,48,599,1
108,"6932511216509",TRATAMIENTO CAPILAR OIL ANTI CAIDA 30G,products/Product.jpg,0,71,76,1
109,"7709526158495",TRATAMIENTO CAPILAR CARACOL & ARGAN 150ML,products/WhatsApp Image 2024-12-26 at 12.36.35 PM.jpg,0,70,524,1
110,"7898658621059",TRATAMIENTO CAPILAR ANTIQUEDA 10ML,products/WhatsApp Image 2024-12-26 at 12.58.37 PM.jpg,0,71,510,1
111,"7898658621042",TRATAMIENTO CAPILAR ANTICASPA 10ML,products/Product.jpg,0,71,510,1
112,"7897984718259",TRATAMIENTO CAPILAR AGUACATE Y TAMARINDO 900G,products/Product.jpg,0,70,598,1
113,"901305004001",TRATAMIENTO CAPILAR 10ML PLACENTA,products/Product.jpg,0,70,288,1
114,"901305004002",TRATAMIENTO CAPILAR 10ML EMBRION DE PATO,products/Product.jpg,0,70,288,1
115,"7707931082237",TRATA PROKPIL 300 ML COBRE DORADO,products/Product.jpg,0,69,443,1
116,"7707999184980",TRATA PROKPIL 300 ML PLATINO,products/Product.jpg,0,69,443,1
117,"7708132134534",TRATA PROKPIL 300 ML COBRE,products/Product.jpg,0,69,443,1
118,"7708132134916",TRATA PROKPIL 300 ML BEIGE,products/Product.jpg,0,69,443,1
119,"903202004001",TOALLAS,products/Product_60444_Field_181.jpg,0,166,1,1
120,"667820011021",TINTE INSTANTANEO DARK BROWN 27.5G,products/Product.jpg,0,63,572,1
121,"7501438365493",TINTE CON ACEITE DE COCO 90ML REFLECTS ROJO VIOLETA,products/Product.jpg,0,63,233,1
122,"7501438361952",TINTE CON ACEITE DE COCO 90ML FUNNY COLORS VERDE NEON,products/Product.jpg,0,65,233,1
123,"7501438365431",TINTE CON ACEITE DE COCO 90ML FUNNY COLORS PLATA,products/Product.jpg,0,65,233,1
124,"7501438365530",TINTE CON ACEITE DE COCO 90ML FUNNY COLORS NARANJA,products/Product.jpg,0,65,233,1
125,"7501438365448",TINTE CON ACEITE DE COCO 90ML FUNNY COLORS MAGENTA,products/Product.jpg,0,65,233,1
126,"7501438365400",TINTE CON ACEITE DE COCO 90ML FUNNY COLORS  VERDE,products/Product.jpg,0,65,233,1
127,"7501438363604",TINTE CON ACEITE DE COCO 90ML DEMIPERMANENTE AZUL METÁLICO,products/Product.jpg,0,63,233,1
128,"7501438363598",TINTE CON ACEITE DE COCO 90ML DEMIPERMANENTE 90ML ROSA METALICO,products/Product.jpg,0,63,233,1
129,"7501438365141",TINTE CON ACEITE DE COCO 90ML 9.11 RUBIO CLARO CENIZO INTENSO,products/Product.jpg,0,61,233,1
130,"7501438365073",TINTE CON ACEITE DE COCO 90ML 8 RUBIO CLARO,products/Product.jpg,0,61,233,1
131,"7501438365295",TINTE CON ACEITE DE COCO 90ML 6.66 RUBIO OSCURO ROJO INTENSO,products/Product.jpg,0,61,233,1
132,"7501438365622",TINTE CON ACEITE DE COCO 90ML 6.1 RUBIO OSCURO CENIZO,products/WhatsApp Image 2024-12-26 at 1.14.52 PM.jpg,0,61,233,1
133,"7501438365059",TINTE CON ACEITE DE COCO 90ML 6 RUBIO OSCURO,products/Product.jpg,0,61,233,1
134,"7501438365035",TINTE CON ACEITE DE COCO 90ML 4 CASTAÑO,products/WhatsApp Image 2024-12-26 at 1.14.52 PM.jpg,0,61,233,1
135,"7501438365042",TINTE CON ACEITE DE COCO 90ML 5 CASTAÑO CLARO,products/WhatsApp Image 2024-12-26 at 1.14.52 PM.jpg,0,61,233,1
136,"6938909021137",TINTE CHINO 120G WHITE,products/WhatsApp Image 2024-12-26 at 1.50.28 PM.jpg,0,60,338,1
137,"6938909021090",TINTE CHINO 120G VERDE,products/Product_69919_Field_361.jpg,0,60,338,1
138,"6938909021144",TINTE CHINO 120G RED,products/WhatsApp Image 2024-12-26 at 1.50.28 PM.jpg,0,60,338,1
139,"6938909021359",TINTE CHINO 120G ORANGE,products/Product_69921_Field_361.jpg,0,60,338,1
140,"6938909020079",TINTE CHINO 120G GRAY,products/Product_69922_Field_361.jpg,0,60,338,1
141,"6938909021267",TINTE CHINO 120G BLACK,products/Product_69923_Field_361.jpg,0,60,338,1
142,"7709541752784",TERMOPROTECTOR BIPHASE 300ML,products/WhatsApp Image 2024-12-27 at 10.06.14 AM.jpg,0,68,51,1
143,"6924372624173",SOMBRA PARA OJOS CON DELINEADOR 2 EN 1 WATERPROOF ES3756 01,products/Product_14941_Field_15.jpg,0,227,587,1
144,"906302011001",SOMBRA PARA OJOS I. A. GIRL,products/Product_14934_Field_15.jpg,0,227,96,1
145,"906302011002",SOMBRA PARA OJOS FIT WE!,products/Product_14933_Field_15.jpg,0,227,96,1
146,"6998262486011",SOFT MAKEUP SONGE,products/Product_60434_Field_181.jpg,0,165,396,1
147,"7868304264497",SILICONA KERATINA 60ML,products/WhatsApp Image 2024-12-27 at 10.14.00 AM.jpg,0,68,1,1
148,"7709881543820",SILICONA GOTAS CON ARGAN 12ML,products/Product.jpg,0,68,292,1
149,"7868304264510",SILICONA CON ALOE 60ML,products/WhatsApp Image 2024-12-27 at 10.19.01 AM.jpg,0,68,40,1
150,"901305003001",SHAMPOO MATIZANTE PROTECCIÓN COLOR ANTI-AMARILLO,products/Product_14888_Field_15.jpg,0,69,376,1
151,"7862101531769",SHAMPOO MANZANILLA 1000ML,products/WhatsApp Image 2024-12-27 at 10.24.27 AM.jpg,0,49,194,1
152,"7862101534784",SHAMPOO ARGAN 1000ML,products/WhatsApp Image 2024-12-27 at 10.32.01 AM.jpg,0,49,194,1
153,"909202002001",CAMPANA LED FACIAL,products/Product_60462_Field_181.jpg,0,299,22,1
154,"7703378004221",SAMY DELINEADOR PLATA,products/Product_53592_Field_181.jpg,0,219,481,1
155,"7707331352947",SACHET MASCARILLA VIVAZ BEIGE X 18,products/WhatsApp Image 2024-12-27 at 10.36.38 AM.jpg,0,69,601,1
156,"6968113453363",RISADOR DE PESTAÑAS ELÉCTRICO,products/Product_60369_Field_181.jpg,0,205,273,1
157,"901101001001",RIN PARA EXTENSIÓN,products/Product_14891_Field_15.jpg,0,5,1,1
158,"906304001001",REPAIRING SERUM 3 STEP 1.5ML,products/Product_60417_Field_181.jpg,0,232,89,1
159,"909201001001",RECIPIENTE PLASTICO PIGMENTOS,products/Product_60457_Field_181.jpg,0,294,1,1
160,"909201001002",RECIPIENTE PARA PIGMENTOS,products/Product_60423_Field_181.jpg,0,294,1,1
161,"909201001003",RECIPIENTE PARA PIGMENTOS,products/Product_60422_Field_181.jpg,0,294,1,1
162,"7861076206047",RCP ABLANDADOR CANAS 12 AMP X 13 ML,products/WhatsApp Image 2024-12-27 at 10.48.03 AM.jpg,0,71,461,1
163,"906101003005",PRIMAVERA VOLUME FANS 0.07 D MIX 9-14MM,products/Product_60336_Field_181.jpg,0,199,346,1
164,"906101003006",PREMADE VOLUME FANS 0.07 D MIX 9-14MM,products/Product_60337_Field_181.jpg,0,199,346,1
165,"7703907323090",POLVO COMPACTO NATURAL 1,products/Product_60323_Field_181.jpg,0,181,255,1
166,"6920768761354",PESTAÑAS POSTIZAS EN TIRA,products/Product_60437_Field_181.jpg,0,199,412,1
167,"6926373900126",PESTAÑA POSTIZA TIRA,products/Product_60427_Field_181.jpg,0,199,26,1
168,"908203004001",PALILLOS PLÁSTICOS CON ALGODÓN,products/Product_60450_Field_181.jpg,0,375,1,1
169,"5532666723856",PALILLOS DE MADERA CON ALGODÓN PARA UÑAS,products/Product_60449_Field_181.jpg,0,375,1,1
170,"4512566835485",PALILLO PLÁSTICO PARA CUTÍCULA,products/Product_60456_Field_181.jpg,0,375,151,1
171,"908203004002",PALILLO PLÁSTICO BC01-8,products/Product_60455_Field_181.jpg,0,375,1,1
172,"6924269773908",PALETA PARA SOMBRAS BROW 7390,products/Product_14942_Field_15.jpg,0,227,477,1
173,"6924269777739",PALETA DE SOMBRAS GLITTER DIAMOND 7773,products/Product_60325_Field_181.jpg,0,227,477,1
174,"906302011003",PALETA DE SOMBRAS EMPAQUE ROSADO,products/Product_14932_Field_15.jpg,0,227,109,1
175,"7862112390232",PALETA DE SOMBRAS DE 18 COLORES,products/Product_60324_Field_181.jpg,0,227,49,1
176,"6924269777210",PALETA DE SOMBRAS 7721,products/Product_14940_Field_15.jpg,0,227,477,1
177,"6923450656211",PALETA DE SOMBRAS 56 COLORES,products/Product_60328_Field_181.jpg,0,227,109,1
178,"6970975190805",PALETA DE SOMBRA CUATRO COLORES SWEET STRAWBERRY 6786B,products/Product_53249_Field_181.jpg,0,227,497,1
179,"7861003705278",PROTECTOR TERMICO MACADAMIA 400ML,products/Product.jpg,0,68,356,1
180,"782353001063",PRIMER SUPER CLINGY HD PRO,products/Product_60368_Field_181.jpg,0,224,196,1
181,"906101003007",PREMIUM EYELASH 0.20 D 9MM,products/Product_60366_Field_181.jpg,0,199,346,1
182,"906101003008",PREMIUM EYELASH 0.20 D 8MM,products/Product_60364_Field_181.jpg,0,199,346,1
183,"906101003009",PREMIUM EYELASH 0.15 LD MIX 7-15MM,products/Product.jpg,0,199,346,1
184,"906101003010",PREMIUM EYELASH 0.15 C MIX 7-15MM,products/Product_60334_Field_181.jpg,0,199,346,1
185,"906101003011",PREMIUM EYELASH 0.10 D 7-15MM,products/Product_60361_Field_181.jpg,0,199,346,1
186,"906101003012",PREMIUM EYELASH 0.0.07 D 8MM,products/Product_60344_Field_181.jpg,0,199,346,1
187,"906101003013",PREMIUM ELLIPSE LASHES 0.20 D MIX 8-15MM,products/Product_60362_Field_181.jpg,0,199,346,1
188,"906101003014",PREMIUM ELLIPSE LASHES 0.15 D MIX 8-15MM,products/Product.jpg,0,199,346,1
189,"906101003015",PREMIUM ELLIPSE LASHES  0.15 D 10MM,products/Product_60333_Field_181.jpg,0,199,346,1
190,"5132654961361",PORTABLE HIGH FREQUENCY LZ-006A,products/Product_60459_Field_181.jpg,0,299,1,1
191,"901303002001",POMADA STYLIST SHAPING 150G,products/Product.jpg,0,52,620,1
192,"7702433292672",POLVO MATE NATURAL AH GITANO,products/Product_55181_Field_181.jpg,0,181,603,1
193,"7702186029044",POLVO COMPACTO N 3,products/Product_60321_Field_181.jpg,0,181,352,1
194,"7703907323120",POLVO COMPACTO CANELA 4,products/Product_60322_Field_181.jpg,0,181,255,1
195,"6971816070041",PLUMON Y DELINEADOR 24H,products/Product_60403_Field_181.jpg,0,219,85,1
196,"6976513650039",PLUMON DELINEADOR DE OJOS WP 36H,products/Product_60405_Field_181.jpg,0,219,516,1
197,"7892315011047",PESTAÑAS PUNTO FASHION EYELASH 0.07 D 11MM,products/Product_60453_Field_181.jpg,0,199,21,1
198,"6975415051661",PESTAÑAS EN BANDA X5 6D 06,products/Product_60442_Field_181.jpg,0,199,625,1
199,"6928874030050",PESTAÑAS EN BANDA X4,products/Product_60440_Field_181.jpg,0,199,505,1
200,"6971385477074",PESTAÑAS EN BANDA 9D 05,products/Product_60438_Field_181.jpg,0,199,198,1
201,"811837016061",PESTAÑAS EN BANDA 803,products/Product_60454_Field_181.jpg,0,199,16,1
202,"6975415051692",PESTAÑAS EN BANDA 6D 05,products/Product_60439_Field_181.jpg,0,199,625,1
203,"634930060799",PESTAÑA EN BANDA #79,products/Product_60452_Field_181.jpg,0,199,322,1
204,"901201006001",PEINE PARA TINTE,products/Product_14892_Field_15.jpg,0,22,1,1
205,"7861168822988",PEINE AFRO,products/Product_14893_Field_15.jpg,0,22,590,1
206,"909301001001",PARCHE ANESTESIA PARA LABIOS 12PCS,products/Product_60409_Field_181.jpg,0,307,390,1
207,"909301001002",PARCHE ANESTESIA PARA CEJAS X12PCS,products/Product_60410_Field_181.jpg,0,307,390,1
208,"7709793338248",PAPEL ONDULADO X1000 UNDS,products/Product.jpg,0,42,210,1
209,"901203007001",PALETA PARA TINTE,products/Product_14894_Field_15.jpg,0,40,1,1
210,"901203007002",PALETA PARA TINTE,products/Product_14895_Field_15.jpg,0,40,1,1
211,"7862118736119",OXIGENTA VOLUMEN 5 1.5% 1000ML,products/Product.jpg,0,64,61,1
212,"7702615819932",OXIGENTA THYMS TUBO 40V 90ML,products/Product.jpg,0,64,562,1
213,"7707286571042",OXIGENTA L'MAR TUBO 30V 980ML,products/Product.jpg,0,64,269,1
214,"7707286576405",OXIGENTA L'MAR TUBO 20V 100ML,products/Product.jpg,0,64,269,1
215,"7707286571028",OXIGENTA L'MAR TUBO 10V 980ML,products/Product.jpg,0,64,269,1
216,"7707331353791",NH SACHET HIDROMIX ALOE VERA X 18,products/Product.jpg,0,68,358,1
217,"7707331350011",NH HIDROMIX ALOE VERA,products/Product.jpg,0,68,358,1
218,"906101003016",NATURAL MINK LASHES 0.20 D 8MM,products/Product_60363_Field_181.jpg,0,199,346,1
219,"906101003017",CLASSIC EYELASH 0.20 D MIX 8-15MM,products/Product_14913_Field_15.jpg,0,199,346,1
220,"906101003018",CLASSIC EYELASH 0.20 C 8MM,products/Product_14908_Field_15.jpg,0,199,346,1
221,"906101003019",CLASSIC EYELASH 0.20 C 14MM,products/Product_14912_Field_15.jpg,0,199,346,1
222,"906101003020",CLASSIC EYELASH 0.20 C 13MM,products/Product_14910_Field_15.jpg,0,199,346,1
223,"906101003021",CLASSIC EYELASH 0.20 C 10MM,products/Product_14909_Field_15.jpg,0,199,346,1
224,"906101003022",CLASSIC EYELASH 0.15 C 15MM,products/Product.jpg,0,199,346,1
225,"906101003023",CLASSIC EYELASH 0.15 C 14MM,products/Product_14906_Field_15.jpg,0,199,346,1
226,"906101003024",CLASSIC EYELASH 0.15 C 13MM,products/Product_14905_Field_15.jpg,0,199,346,1
227,"906101003025",CLASSIC EYELASH 0.10 C MIX 7-15MM,products/Product_14813_Field_15.jpg,0,199,346,1
228,"906101003026",CLASSIC EYELASH 0.10 C 8MM,products/Product_14899_Field_15.jpg,0,199,346,1
229,"906101003027",CLASSIC EYELASH 0.10 C 14MM,products/Product_14904_Field_15.jpg,0,199,346,1
230,"906101003028",CLASSIC EYELASH 0.10 C 13MM,products/Product_14903_Field_15.jpg,0,199,346,1
231,"906101003029",CLASSIC EYELASH 0.10 C 12MM,products/Product_14814_Field_15.jpg,0,199,346,1
232,"906101003030",CLASSIC EYELASH 0.10 C 11MM,products/Product_14900_Field_15.jpg,0,199,346,1
233,"906101003031",CLASSIC EYELASH 0.10 C 10MM,products/Product_14898_Field_15.jpg,0,199,346,1
234,"906101003032",CLASSIC EYELASH 0.07 D MIX 7-15MM,products/Product_14810_Field_15.jpg,0,199,346,1
235,"906101003033",CLASSIC EYELASH 0.07 D 11MM,products/Product_14817_Field_15.jpg,0,199,346,1
236,"906101003034",CLASSIC EYELASH 0.07 C MIX 7-15MM,products/Product_14811_Field_15.jpg,0,199,346,1
237,"906101003035",CLASSIC EYELASH 0.07 C 9MM,products/Product_14828_Field_15.jpg,0,199,346,1
238,"906101003036",CLASSIC EYELASH 0.07 C 8MM,products/Product_14827_Field_15.jpg,0,199,346,1
239,"906101003037",CLASSIC EYELASH 0.07 C 15MM,products/Product_14897_Field_15.jpg,0,199,346,1
240,"906101003038",CLASSIC EYELASH 0.07 C 14MM,products/Product_14815_Field_15.jpg,0,199,346,1
241,"906101003039",CLASSIC EYELASH 0.07 C 13MM,products/Product_14896_Field_15.jpg,0,199,346,1
242,"906101003040",CLASSIC EYELASH 0.07 C 12MM,products/Product_14833_Field_15.jpg,0,199,346,1
243,"906101003041",CLASSIC EYELASH 0.07 C 11MM,products/Product_14832_Field_15.jpg,0,199,346,1
244,"906101003042",CLASSIC EYELASH 0.07 C 10MM,products/Product_14818_Field_15.jpg,0,199,346,1
245,"906101003043",CLASSIC EYELASH 0.05 C 9MM,products/Product_14820_Field_15.jpg,0,199,346,1
246,"906101003044",CLASSIC EYELASH 0.05 C 8MM,products/Product_14819_Field_15.jpg,0,199,346,1
247,"906101003045",CLASSIC EYELASH 0.05 C 15MM,products/Product_14826_Field_15.jpg,0,199,346,1
248,"906101003046",CLASSIC EYELASH 0.05 C 14MM,products/Product_14825_Field_15.jpg,0,199,346,1
249,"906101003047",CLASSIC EYELASH 0.05 C 13MM,products/Product_14824_Field_15.jpg,0,199,346,1
250,"906101003048",CLASSIC EYELASH 0.05 C 12MM,products/Product_14816_Field_15.jpg,0,199,346,1
251,"906101003049",CLASSIC EYELASH 0.05 C 11MM,products/Product_14822_Field_15.jpg,0,199,346,1
252,"906101003050",CLASSIC EYELASH 0.05 C 10MM,products/Product_14821_Field_15.jpg,0,199,346,1
253,"906302009001",MÁSCARA DE PESTAÑAS WATERPROOF,products/Product_60379_Field_181.jpg,0,225,36,1
254,"6937118804852",MÁSCARA DE PESTAÑAS WP GO! EXTREME 8526B,products/Product_60383_Field_181.jpg,0,225,190,1
255,"6937118804845",MÁSCARA DE PESTAÑAS WP GO! EXTREME 8525A,products/Product_60381_Field_181.jpg,0,225,190,1
256,"69371188004982",MÁSCARA DE PESTAÑAS WP COLOSSAL,products/Product_60380_Field_181.jpg,0,225,190,1
257,"6937118804999",MÁSCARA DE PESTAÑAS 5D BIG VOLUM CURL EYES,products/Product_60384_Field_181.jpg,0,225,190,1
258,"2000018045435",MASCARILLA QUIRURGICA DESECHABLE NEGRA X50,products/Product_60465_Field_181.jpg,0,294,301,1
259,"6941472804557",MAQUILLAJE EN POLVO BLUSHER POWDER,products/Product_60389_Field_181.jpg,0,181,81,1
260,"6924372627846",MAQUILLAJE EN POLVO BLUSHER BALL SWEET CHEEKS,products/Product_60388_Field_181.jpg,0,181,587,1
261,"6924372670828",MASCARA SCULPING BROW,products/Product_60378_Field_181.jpg,0,225,587,1
262,"906202003001",MAPPING STRING WHITE 10M,products/Product_60446_Field_181.jpg,0,206,1,1
263,"906202003002",MAPPING STRING PINK 10M,products/Product_60445_Field_181.jpg,0,206,1,1
264,"906202003003",MAPPING STRING BLACK 10M,products/Product_60447_Field_181.jpg,0,206,1,1
265,"6921684167213",LÍQUIDO MATE 24 HORAS 512,products/Product_14930_Field_15.jpg,0,366,18,1
266,"7703378004153",LÁPIZ DELINEADOR CABERNET,products/Product_60400_Field_181.jpg,0,219,481,1
267,"906302003001",LÁPIZ DE OJOS NÚMERO 322,products/Product_60395_Field_181.jpg,0,219,250,1
268,"082353010011",LÁPIZ DE OJOS NEGRO,products/Product_60393_Field_181.jpg,0,219,196,1
269,"906302003002",LÁPIZ DE OJOS MEDIUM BROWN,products/Product_60397_Field_181.jpg,0,219,291,1
270,"906302003003",LÁPIZ DE OJOS CHOCOLATE CS0501,products/Product_60394_Field_181.jpg,0,219,65,1
271,"7862112390302",LÁPIZ DE OJOS BRONCE,products/Product_60398_Field_181.jpg,0,219,49,1
272,"906302003004",LÁPIZ DE OJOS BRILLOS 077-C,products/Product_60391_Field_181.jpg,0,219,324,1
273,"082353010042",LÁPIZ DE OJOS BLANCO,products/Product_60392_Field_181.jpg,0,219,196,1
274,"906302003005",LÁPIZ DE OJOS BLANCO,products/Product_60396_Field_181.jpg,0,219,196,1
275,"906302003006",LAPIZ DE OJOS  BROWN,products/Product_60399_Field_181.jpg,0,219,324,1
276,"904301006001",LABIAL LÍQUIDO MATE KYLIE ÁNGEL,products/Product_14923_Field_15.jpg,0,366,360,1
277,"904301006002",LABIAL LÍQUIDO MATE,products/Product_14928_Field_15.jpg,0,366,79,1
278,"904301006003",LABIAL LÍQUIDO MATE,products/Product_14929_Field_15.jpg,0,366,79,1
279,"904301004001",LABIAL LÍQUIDO LONG LASTING,products/Product_14924_Field_15.jpg,0,359,280,1
280,"904301006004",LABIAL LÍQUIDO LIP GLOSS SIRENA,products/Product_14921_Field_15.jpg,0,366,184,1
281,"904301006005",LABIAL LÍQUIDO LIP BLOSS LONG LASTING 24 HORAS,products/Product_14922_Field_15.jpg,0,366,165,1
